Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,Home_Win
Wed Oct 30 2013,7:00p,Brooklyn Nets,94,Cleveland Cavaliers,98,Box Score,,20562,,1
Wed Oct 30 2013,7:00p,Boston Celtics,87,Toronto Raptors,93,Box Score,,20155,,1
Wed Oct 30 2013,7:00p,Miami Heat,110,Philadelphia 76ers,114,Box Score,,19523,,1
Wed Oct 30 2013,7:30p,Washington Wizards,102,Detroit Pistons,113,Box Score,,19258,,1
Wed Oct 30 2013,7:30p,Milwaukee Bucks,83,New York Knicks,90,Box Score,,19812,,1
Wed Oct 30 2013,8:00p,Indiana Pacers,95,New Orleans Pelicans,90,Box Score,,17803,,0
Wed Oct 30 2013,8:00p,Orlando Magic,115,Minnesota Timberwolves,120,Box Score,OT,17988,,1
Wed Oct 30 2013,8:00p,Charlotte Bobcats,83,Houston Rockets,96,Box Score,,18083,,1
Wed Oct 30 2013,8:30p,Atlanta Hawks,109,Dallas Mavericks,118,Box Score,,19834,,1
Wed Oct 30 2013,8:30p,Memphis Grizzlies,94,San Antonio Spurs,101,Box Score,,18581,,1
Wed Oct 30 2013,9:00p,Oklahoma City Thunder,101,Utah Jazz,98,Box Score,,19911,,0
Wed Oct 30 2013,10:00p,Denver Nuggets,88,Sacramento Kings,90,Box Score,,17317,,1
Wed Oct 30 2013,10:00p,Portland Trail Blazers,91,Phoenix Suns,104,Box Score,,17208,,1
Wed Oct 30 2013,10:30p,Los Angeles Lakers,94,Golden State Warriors,125,Box Score,,19596,,1
Thu Oct 31 2013,8:00p,New York Knicks,81,Chicago Bulls,82,Box Score,,22022,,1
Thu Oct 31 2013,10:30p,Golden State Warriors,115,Los Angeles Clippers,126,Box Score,,19060,,1
Fri Nov 1 2013,7:00p,Cleveland Cavaliers,84,Charlotte Bobcats,90,Box Score,,18017,,1
Fri Nov 1 2013,7:00p,New Orleans Pelicans,90,Orlando Magic,110,Box Score,,18846,,1
Fri Nov 1 2013,7:00p,Philadelphia 76ers,109,Washington Wizards,102,Box Score,,17160,,0
Fri Nov 1 2013,7:30p,Toronto Raptors,95,Atlanta Hawks,102,Box Score,,18118,,1
Fri Nov 1 2013,7:30p,Milwaukee Bucks,105,Boston Celtics,98,Box Score,,18624,,0
Fri Nov 1 2013,8:00p,Miami Heat,100,Brooklyn Nets,101,Box Score,,17732,,1
Fri Nov 1 2013,8:00p,Dallas Mavericks,105,Houston Rockets,113,Box Score,,18142,,1
Fri Nov 1 2013,8:00p,Detroit Pistons,108,Memphis Grizzlies,111,Box Score,OT,18119,,1
Fri Nov 1 2013,8:00p,Oklahoma City Thunder,81,Minnesota Timberwolves,100,Box Score,,17433,,1
Fri Nov 1 2013,9:00p,Portland Trail Blazers,113,Denver Nuggets,98,Box Score,,19155,,0
Fri Nov 1 2013,10:00p,Utah Jazz,84,Phoenix Suns,87,Box Score,,14662,,1
Fri Nov 1 2013,10:00p,Los Angeles Clippers,110,Sacramento Kings,101,Box Score,,17317,,0
Fri Nov 1 2013,10:30p,San Antonio Spurs,91,Los Angeles Lakers,85,Box Score,,18997,,0
Sat Nov 2 2013,7:00p,Cleveland Cavaliers,74,Indiana Pacers,89,Box Score,,16242,,1
Sat Nov 2 2013,7:30p,Chicago Bulls,104,Philadelphia 76ers,107,Box Score,,15782,,1
Sat Nov 2 2013,8:00p,Charlotte Bobcats,84,New Orleans Pelicans,105,Box Score,,15232,,1
Sat Nov 2 2013,8:30p,Memphis Grizzlies,99,Dallas Mavericks,111,Box Score,,20262,,1
Sat Nov 2 2013,8:30p,Toronto Raptors,97,Milwaukee Bucks,90,Box Score,,16046,,0
Sat Nov 2 2013,9:00p,Houston Rockets,104,Utah Jazz,93,Box Score,,19498,,0
Sat Nov 2 2013,10:00p,San Antonio Spurs,105,Portland Trail Blazers,115,Box Score,,20028,,1
Sat Nov 2 2013,10:30p,Sacramento Kings,87,Golden State Warriors,98,Box Score,,19596,,1
Sun Nov 3 2013,6:00p,Boston Celtics,77,Detroit Pistons,87,Box Score,,14978,,1
Sun Nov 3 2013,6:00p,Washington Wizards,93,Miami Heat,103,Box Score,,19600,,1
Sun Nov 3 2013,6:00p,Brooklyn Nets,86,Orlando Magic,107,Box Score,,15297,,1
Sun Nov 3 2013,7:00p,Phoenix Suns,96,Oklahoma City Thunder,103,Box Score,,18203,,1
Sun Nov 3 2013,7:30p,Minnesota Timberwolves,109,New York Knicks,100,Box Score,,19812,,0
Sun Nov 3 2013,9:30p,Atlanta Hawks,103,Los Angeles Lakers,105,Box Score,,18997,,1
Mon Nov 4 2013,7:00p,Minnesota Timberwolves,92,Cleveland Cavaliers,93,Box Score,,17892,,1
Mon Nov 4 2013,7:00p,Golden State Warriors,110,Philadelphia 76ers,90,Box Score,,11089,,0
Mon Nov 4 2013,8:00p,Boston Celtics,88,Memphis Grizzlies,95,Box Score,,15872,,1
Mon Nov 4 2013,10:30p,Houston Rockets,118,Los Angeles Clippers,137,Box Score,,19404,,1
Tue Nov 5 2013,7:00p,Miami Heat,104,Toronto Raptors,95,Box Score,,18470,,0
Tue Nov 5 2013,7:30p,Utah Jazz,88,Brooklyn Nets,104,Box Score,,17732,,1
Tue Nov 5 2013,7:30p,Indiana Pacers,99,Detroit Pistons,91,Box Score,,13401,,0
Tue Nov 5 2013,7:30p,Charlotte Bobcats,102,New York Knicks,97,Box Score,,19812,,0
Tue Nov 5 2013,8:00p,Phoenix Suns,104,New Orleans Pelicans,98,Box Score,,13404,,0
Tue Nov 5 2013,8:30p,Los Angeles Lakers,104,Dallas Mavericks,123,Box Score,,19670,,1
Tue Nov 5 2013,9:00p,San Antonio Spurs,102,Denver Nuggets,94,Box Score,,15721,,0
Tue Nov 5 2013,10:00p,Houston Rockets,116,Portland Trail Blazers,101,Box Score,,17491,,0
Tue Nov 5 2013,10:00p,Atlanta Hawks,105,Sacramento Kings,100,Box Score,,13506,,0
Wed Nov 6 2013,7:00p,Toronto Raptors,90,Charlotte Bobcats,92,Box Score,,11118,,1
Wed Nov 6 2013,7:00p,Chicago Bulls,80,Indiana Pacers,97,Box Score,,18165,,1
Wed Nov 6 2013,7:00p,Los Angeles Clippers,90,Orlando Magic,98,Box Score,,15807,,1
Wed Nov 6 2013,7:00p,Washington Wizards,116,Philadelphia 76ers,102,Box Score,,10117,,0
Wed Nov 6 2013,7:30p,Utah Jazz,87,Boston Celtics,97,Box Score,,17130,,1
Wed Nov 6 2013,8:00p,New Orleans Pelicans,99,Memphis Grizzlies,84,Box Score,,15209,,0
Wed Nov 6 2013,8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,109,Box Score,,14340,,1
Wed Nov 6 2013,8:00p,Golden State Warriors,106,Minnesota Timberwolves,93,Box Score,,15559,,0
Wed Nov 6 2013,8:30p,Phoenix Suns,96,San Antonio Spurs,99,Box Score,,17870,,1
Wed Nov 6 2013,9:30p,Dallas Mavericks,93,Oklahoma City Thunder,107,Box Score,,18203,,1
Thu Nov 7 2013,7:00p,Los Angeles Clippers,97,Miami Heat,102,Box Score,,19600,,1
Thu Nov 7 2013,9:00p,Atlanta Hawks,107,Denver Nuggets,109,Box Score,,15404,,1
Thu Nov 7 2013,9:30p,Los Angeles Lakers,99,Houston Rockets,98,Box Score,,18133,,0
Fri Nov 8 2013,7:00p,New York Knicks,101,Charlotte Bobcats,91,Box Score,,16465,,0
Fri Nov 8 2013,7:00p,Toronto Raptors,84,Indiana Pacers,91,Box Score,,13316,,1
Fri Nov 8 2013,7:00p,Boston Celtics,91,Orlando Magic,89,Box Score,,17555,,0
Fri Nov 8 2013,7:00p,Cleveland Cavaliers,79,Philadelphia 76ers,94,Box Score,,15219,,1
Fri Nov 8 2013,7:00p,Brooklyn Nets,108,Washington Wizards,112,Box Score,OT,17215,,1
Fri Nov 8 2013,7:30p,Oklahoma City Thunder,119,Detroit Pistons,110,Box Score,,15624,,0
Fri Nov 8 2013,8:00p,Utah Jazz,73,Chicago Bulls,97,Box Score,,21946,,1
Fri Nov 8 2013,8:00p,Dallas Mavericks,108,Minnesota Timberwolves,116,Box Score,,13677,,1
Fri Nov 8 2013,8:00p,Los Angeles Lakers,85,New Orleans Pelicans,96,Box Score,,18209,,1
Fri Nov 8 2013,8:30p,Golden State Warriors,74,San Antonio Spurs,76,Box Score,,18581,,1
Fri Nov 8 2013,9:00p,Denver Nuggets,103,Phoenix Suns,114,Box Score,,15145,,1
Fri Nov 8 2013,10:00p,Sacramento Kings,91,Portland Trail Blazers,104,Box Score,,17627,,1
Sat Nov 9 2013,7:00p,Utah Jazz,91,Toronto Raptors,115,Box Score,,17211,,1
Sat Nov 9 2013,7:30p,Orlando Magic,94,Atlanta Hawks,104,Box Score,,15189,,1
Sat Nov 9 2013,7:30p,Indiana Pacers,96,Brooklyn Nets,91,Box Score,,17732,,0
Sat Nov 9 2013,7:30p,Philadelphia 76ers,125,Cleveland Cavaliers,127,Box Score,2OT,20562,,1
Sat Nov 9 2013,7:30p,Boston Celtics,111,Miami Heat,110,Box Score,,19710,,0
Sat Nov 9 2013,8:00p,Los Angeles Clippers,107,Houston Rockets,94,Box Score,,18108,,0
Sat Nov 9 2013,8:00p,Golden State Warriors,90,Memphis Grizzlies,108,Box Score,,16989,,1
Sat Nov 9 2013,8:30p,Dallas Mavericks,91,Milwaukee Bucks,83,Box Score,,16448,,0
Sat Nov 9 2013,10:00p,Portland Trail Blazers,96,Sacramento Kings,85,Box Score,,15482,,0
Sun Nov 10 2013,7:00p,Washington Wizards,105,Oklahoma City Thunder,106,Box Score,OT,18203,,1
Sun Nov 10 2013,8:00p,New Orleans Pelicans,94,Phoenix Suns,101,Box Score,,13154,,1
Sun Nov 10 2013,9:30p,Minnesota Timberwolves,113,Los Angeles Lakers,90,Box Score,,18997,,0
Sun Nov 10 2013,12:00a,San Antonio Spurs,120,New York Knicks,89,Box Score,,19812,,0
Mon Nov 11 2013,7:00p,Atlanta Hawks,103,Charlotte Bobcats,94,Box Score,,13996,,0
Mon Nov 11 2013,7:00p,Memphis Grizzlies,79,Indiana Pacers,95,Box Score,,13130,,1
Mon Nov 11 2013,7:00p,San Antonio Spurs,109,Philadelphia 76ers,85,Box Score,,12424,,0
Mon Nov 11 2013,7:30p,Orlando Magic,105,Boston Celtics,120,Box Score,,18624,,1
Mon Nov 11 2013,8:00p,Cleveland Cavaliers,81,Chicago Bulls,96,Box Score,,21778,,1
Mon Nov 11 2013,8:00p,Toronto Raptors,104,Houston Rockets,110,Box Score,2OT,18134,,1
Mon Nov 11 2013,9:00p,Denver Nuggets,100,Utah Jazz,81,Box Score,,16866,,0
Mon Nov 11 2013,10:00p,Detroit Pistons,103,Portland Trail Blazers,109,Box Score,,18834,,1
Mon Nov 11 2013,10:30p,Minnesota Timberwolves,107,Los Angeles Clippers,109,Box Score,,19060,,1
Tue Nov 12 2013,7:30p,Milwaukee Bucks,95,Miami Heat,118,Box Score,,19600,,1
Tue Nov 12 2013,8:30p,Washington Wizards,95,Dallas Mavericks,105,Box Score,,19627,,1
Tue Nov 12 2013,10:30p,Detroit Pistons,95,Golden State Warriors,113,Box Score,,19596,,1
Tue Nov 12 2013,10:30p,New Orleans Pelicans,95,Los Angeles Lakers,116,Box Score,,18426,,1
Wed Nov 13 2013,7:00p,Milwaukee Bucks,91,Orlando Magic,94,Box Score,,13588,,1
Wed Nov 13 2013,7:00p,Houston Rockets,117,Philadelphia 76ers,123,Box Score,OT,11671,,1
Wed Nov 13 2013,7:30p,Charlotte Bobcats,89,Boston Celtics,83,Box Score,,17032,,0
Wed Nov 13 2013,8:00p,New York Knicks,95,Atlanta Hawks,91,Box Score,,15057,,0
Wed Nov 13 2013,8:00p,Toronto Raptors,103,Memphis Grizzlies,87,Box Score,,15971,,0
Wed Nov 13 2013,8:00p,Cleveland Cavaliers,95,Minnesota Timberwolves,124,Box Score,,14978,,1
Wed Nov 13 2013,8:30p,Washington Wizards,79,San Antonio Spurs,92,Box Score,,18581,,1
Wed Nov 13 2013,9:00p,Los Angeles Lakers,99,Denver Nuggets,111,Box Score,,17824,,1
Wed Nov 13 2013,9:00p,New Orleans Pelicans,105,Utah Jazz,111,Box Score,,16717,,1
Wed Nov 13 2013,10:00p,Phoenix Suns,89,Portland Trail Blazers,90,Box Score,,19537,,1
Wed Nov 13 2013,10:00p,Brooklyn Nets,86,Sacramento Kings,107,Box Score,,15122,,1
Wed Nov 13 2013,10:30p,Oklahoma City Thunder,103,Los Angeles Clippers,111,Box Score,,19273,,1
Thu Nov 14 2013,8:00p,Houston Rockets,109,New York Knicks,106,Box Score,,19812,,0
Thu Nov 14 2013,10:30p,Oklahoma City Thunder,115,Golden State Warriors,116,Box Score,,19596,,1
Fri Nov 15 2013,7:00p,Milwaukee Bucks,77,Indiana Pacers,104,Box Score,,16202,,1
Fri Nov 15 2013,7:00p,Chicago Bulls,96,Toronto Raptors,80,Box Score,,19800,,0
Fri Nov 15 2013,7:30p,Philadelphia 76ers,103,Atlanta Hawks,113,Box Score,,12070,,1
Fri Nov 15 2013,7:30p,Portland Trail Blazers,109,Boston Celtics,96,Box Score,,18624,,0
Fri Nov 15 2013,7:30p,Charlotte Bobcats,86,Cleveland Cavaliers,80,Box Score,,18679,,0
Fri Nov 15 2013,7:30p,Dallas Mavericks,104,Miami Heat,110,Box Score,,19772,,1
Fri Nov 15 2013,8:00p,Minnesota Timberwolves,113,Denver Nuggets,117,Box Score,,17142,,1
Fri Nov 15 2013,9:00p,Brooklyn Nets,100,Phoenix Suns,98,Box Score,OT,15984,,0
Fri Nov 15 2013,9:00p,San Antonio Spurs,91,Utah Jazz,82,Box Score,,17530,,0
Fri Nov 15 2013,10:30p,Memphis Grizzlies,89,Los Angeles Lakers,86,Box Score,,18997,,0
Fri Nov 15 2013,10:30p,Detroit Pistons,97,Sacramento Kings,90,Box Score,,17317,,0
Sat Nov 16 2013,7:00p,Miami Heat,97,Charlotte Bobcats,81,Box Score,,19084,,0
Sat Nov 16 2013,7:00p,Dallas Mavericks,108,Orlando Magic,100,Box Score,,15039,,0
Sat Nov 16 2013,7:00p,Cleveland Cavaliers,103,Washington Wizards,96,Box Score,OT,18038,,0
Sat Nov 16 2013,7:30p,Atlanta Hawks,110,New York Knicks,90,Box Score,,19812,,0
Sat Nov 16 2013,8:00p,Indiana Pacers,94,Chicago Bulls,110,Box Score,,22158,,1
Sat Nov 16 2013,8:00p,Denver Nuggets,111,Houston Rockets,122,Box Score,,18147,,1
Sat Nov 16 2013,8:00p,Boston Celtics,88,Minnesota Timberwolves,106,Box Score,,15111,,1
Sat Nov 16 2013,8:00p,Philadelphia 76ers,98,New Orleans Pelicans,135,Box Score,,16659,,1
Sat Nov 16 2013,8:30p,Oklahoma City Thunder,92,Milwaukee Bucks,79,Box Score,,15984,,0
Sat Nov 16 2013,10:30p,Utah Jazz,88,Golden State Warriors,102,Box Score,,19596,,1
Sat Nov 16 2013,10:30p,Brooklyn Nets,103,Los Angeles Clippers,110,Box Score,,19349,,1
Sun Nov 17 2013,1:00p,Portland Trail Blazers,118,Toronto Raptors,110,Box Score,OT,17945,,0
Sun Nov 17 2013,6:00p,Memphis Grizzlies,97,Sacramento Kings,86,Box Score,,15630,,0
Sun Nov 17 2013,9:30p,Detroit Pistons,99,Los Angeles Lakers,114,Box Score,,18997,,1
Mon Nov 18 2013,7:30p,Portland Trail Blazers,108,Brooklyn Nets,98,Box Score,,17732,,0
Mon Nov 18 2013,8:00p,Charlotte Bobcats,81,Chicago Bulls,86,Box Score,,21628,,1
Mon Nov 18 2013,8:00p,Denver Nuggets,113,Oklahoma City Thunder,115,Box Score,,18203,,1
Mon Nov 18 2013,8:30p,Philadelphia 76ers,94,Dallas Mavericks,97,Box Score,,19790,,1
Mon Nov 18 2013,9:00p,Golden State Warriors,98,Utah Jazz,87,Box Score,,16051,,0
Mon Nov 18 2013,10:30p,Memphis Grizzlies,106,Los Angeles Clippers,102,Box Score,,19060,,0
Tue Nov 19 2013,7:00p,Minnesota Timberwolves,100,Washington Wizards,104,Box Score,,14804,,1
Tue Nov 19 2013,7:30p,New York Knicks,86,Detroit Pistons,92,Box Score,,13213,,1
Tue Nov 19 2013,7:30p,Atlanta Hawks,88,Miami Heat,104,Box Score,,19600,,1
Tue Nov 19 2013,8:00p,Boston Celtics,85,Houston Rockets,109,Box Score,,18232,,1
Tue Nov 19 2013,10:00p,Phoenix Suns,104,Sacramento Kings,107,Box Score,,14626,,1
Wed Nov 20 2013,7:00p,Brooklyn Nets,91,Charlotte Bobcats,95,Box Score,,13843,,1
Wed Nov 20 2013,7:00p,Washington Wizards,98,Cleveland Cavaliers,91,Box Score,,16189,,0
Wed Nov 20 2013,7:00p,Indiana Pacers,103,New York Knicks,96,Box Score,OT,19812,,0
Wed Nov 20 2013,7:00p,Miami Heat,120,Orlando Magic,92,Box Score,,17256,,0
Wed Nov 20 2013,7:00p,Toronto Raptors,108,Philadelphia 76ers,98,Box Score,,10787,,0
Wed Nov 20 2013,7:30p,Detroit Pistons,85,Atlanta Hawks,93,Box Score,,13167,,1
Wed Nov 20 2013,8:00p,Portland Trail Blazers,91,Milwaukee Bucks,82,Box Score,,11789,,0
Wed Nov 20 2013,8:00p,Los Angeles Clippers,102,Minnesota Timberwolves,98,Box Score,,13101,,0
Wed Nov 20 2013,8:00p,Utah Jazz,98,New Orleans Pelicans,105,Box Score,,13203,,1
Wed Nov 20 2013,8:30p,Boston Celtics,93,San Antonio Spurs,104,Box Score,,18581,,1
Wed Nov 20 2013,9:00p,Sacramento Kings,113,Phoenix Suns,106,Box Score,,12705,,0
Wed Nov 20 2013,9:30p,Houston Rockets,120,Dallas Mavericks,123,Box Score,,20045,,1
Wed Nov 20 2013,10:30p,Memphis Grizzlies,88,Golden State Warriors,81,Box Score,OT,19596,,0
Thu Nov 21 2013,8:00p,Los Angeles Clippers,91,Oklahoma City Thunder,105,Box Score,,18203,,1
Thu Nov 21 2013,10:30p,Chicago Bulls,87,Denver Nuggets,97,Box Score,,18423,,1
Fri Nov 22 2013,7:00p,Phoenix Suns,98,Charlotte Bobcats,91,Box Score,,14916,,0
Fri Nov 22 2013,7:00p,Milwaukee Bucks,107,Philadelphia 76ers,115,Box Score,OT,13588,,1
Fri Nov 22 2013,7:00p,Washington Wizards,88,Toronto Raptors,96,Box Score,,18671,,1
Fri Nov 22 2013,7:30p,Indiana Pacers,97,Boston Celtics,82,Box Score,,18624,,0
Fri Nov 22 2013,7:30p,Atlanta Hawks,96,Detroit Pistons,89,Box Score,,13467,,0
Fri Nov 22 2013,8:00p,San Antonio Spurs,102,Memphis Grizzlies,86,Box Score,,17109,,0
Fri Nov 22 2013,8:00p,Brooklyn Nets,81,Minnesota Timberwolves,111,Box Score,,15551,,1
Fri Nov 22 2013,8:00p,Cleveland Cavaliers,100,New Orleans Pelicans,104,Box Score,,15186,,1
Fri Nov 22 2013,8:30p,Utah Jazz,93,Dallas Mavericks,103,Box Score,,19781,,1
Fri Nov 22 2013,10:00p,Chicago Bulls,95,Portland Trail Blazers,98,Box Score,,20618,,1
Fri Nov 22 2013,10:30p,Golden State Warriors,95,Los Angeles Lakers,102,Box Score,,18997,,1
Sat Nov 23 2013,3:30p,Sacramento Kings,102,Los Angeles Clippers,103,Box Score,,19060,,1
Sat Nov 23 2013,7:00p,Philadelphia 76ers,98,Indiana Pacers,106,Box Score,,18165,,1
Sat Nov 23 2013,7:00p,New York Knicks,89,Washington Wizards,98,Box Score,,18089,,1
Sat Nov 23 2013,7:30p,Boston Celtics,94,Atlanta Hawks,87,Box Score,,15189,,0
Sat Nov 23 2013,7:30p,Orlando Magic,99,Miami Heat,101,Box Score,,19647,,1
Sat Nov 23 2013,8:00p,Minnesota Timberwolves,101,Houston Rockets,112,Box Score,,18196,,1
Sat Nov 23 2013,8:30p,Charlotte Bobcats,96,Milwaukee Bucks,72,Box Score,,14871,,0
Sat Nov 23 2013,8:30p,Cleveland Cavaliers,96,San Antonio Spurs,126,Box Score,,18581,,1
Sat Nov 23 2013,9:00p,Dallas Mavericks,100,Denver Nuggets,102,Box Score,,17841,,1
Sat Nov 23 2013,10:30p,Portland Trail Blazers,113,Golden State Warriors,101,Box Score,,19596,,0
Sun Nov 24 2013,2:00p,Detroit Pistons,109,Brooklyn Nets,97,Box Score,,17732,,0
Sun Nov 24 2013,3:30p,Chicago Bulls,82,Los Angeles Clippers,121,Box Score,,19245,,1
Sun Nov 24 2013,6:00p,Phoenix Suns,104,Orlando Magic,96,Box Score,,15785,,0
Sun Nov 24 2013,7:00p,Utah Jazz,73,Oklahoma City Thunder,95,Box Score,,18203,,1
Sun Nov 24 2013,9:30p,Sacramento Kings,86,Los Angeles Lakers,100,Box Score,,18997,,1
Mon Nov 25 2013,7:00p,Boston Celtics,96,Charlotte Bobcats,86,Box Score,,13558,,0
Mon Nov 25 2013,7:00p,Minnesota Timberwolves,84,Indiana Pacers,98,Box Score,,16426,,1
Mon Nov 25 2013,7:30p,Milwaukee Bucks,94,Detroit Pistons,113,Box Score,,12150,,1
Mon Nov 25 2013,7:30p,Phoenix Suns,92,Miami Heat,107,Box Score,,19758,,1
Mon Nov 25 2013,8:00p,Houston Rockets,93,Memphis Grizzlies,86,Box Score,,15246,,0
Mon Nov 25 2013,8:30p,Denver Nuggets,110,Dallas Mavericks,96,Box Score,,19677,,0
Mon Nov 25 2013,8:30p,New Orleans Pelicans,93,San Antonio Spurs,112,Box Score,,18323,,1
Mon Nov 25 2013,9:00p,Chicago Bulls,83,Utah Jazz,89,Box Score,OT,18936,,1
Mon Nov 25 2013,10:00p,New York Knicks,91,Portland Trail Blazers,102,Box Score,,19939,,1
Tue Nov 26 2013,7:00p,Brooklyn Nets,102,Toronto Raptors,100,Box Score,,16421,,0
Tue Nov 26 2013,7:00p,Los Angeles Lakers,111,Washington Wizards,116,Box Score,,19204,,1
Tue Nov 26 2013,7:30p,Orlando Magic,109,Atlanta Hawks,92,Box Score,,13164,,0
Tue Nov 26 2013,8:00p,Golden State Warriors,102,New Orleans Pelicans,101,Box Score,,15330,,0
Wed Nov 27 2013,7:00p,Indiana Pacers,99,Charlotte Bobcats,74,Box Score,,15170,,0
Wed Nov 27 2013,7:00p,Philadelphia 76ers,94,Orlando Magic,105,Box Score,,15839,,1
Wed Nov 27 2013,7:30p,Memphis Grizzlies,100,Boston Celtics,93,Box Score,,17319,,0
Wed Nov 27 2013,7:30p,Los Angeles Lakers,99,Brooklyn Nets,94,Box Score,,17732,,0
Wed Nov 27 2013,7:30p,Miami Heat,95,Cleveland Cavaliers,84,Box Score,,20562,,0
Wed Nov 27 2013,7:30p,Chicago Bulls,99,Detroit Pistons,79,Box Score,,14228,,0
Wed Nov 27 2013,8:00p,Atlanta Hawks,84,Houston Rockets,113,Box Score,,18051,,1
Wed Nov 27 2013,8:00p,Washington Wizards,100,Milwaukee Bucks,92,Box Score,OT,11584,,0
Wed Nov 27 2013,8:00p,Denver Nuggets,117,Minnesota Timberwolves,110,Box Score,,14244,,0
Wed Nov 27 2013,8:00p,San Antonio Spurs,88,Oklahoma City Thunder,94,Box Score,,18203,,1
Wed Nov 27 2013,8:30p,Golden State Warriors,99,Dallas Mavericks,103,Box Score,,20211,,1
Wed Nov 27 2013,9:00p,Portland Trail Blazers,106,Phoenix Suns,120,Box Score,,12731,,1
Wed Nov 27 2013,10:30p,New York Knicks,80,Los Angeles Clippers,93,Box Score,,19270,,1
Fri Nov 29 2013,7:00p,Milwaukee Bucks,76,Charlotte Bobcats,92,Box Score,,15081,,1
Fri Nov 29 2013,7:00p,San Antonio Spurs,109,Orlando Magic,91,Box Score,,15159,,0
Fri Nov 29 2013,7:00p,Miami Heat,90,Toronto Raptors,83,Box Score,,18290,,0
Fri Nov 29 2013,7:30p,Dallas Mavericks,87,Atlanta Hawks,88,Box Score,,15463,,1
Fri Nov 29 2013,7:30p,Cleveland Cavaliers,86,Boston Celtics,103,Box Score,,17685,,1
Fri Nov 29 2013,7:30p,Los Angeles Lakers,106,Detroit Pistons,102,Box Score,,15202,,0
Fri Nov 29 2013,8:00p,Brooklyn Nets,95,Houston Rockets,114,Box Score,,18138,,1
Fri Nov 29 2013,8:00p,Washington Wizards,73,Indiana Pacers,93,Box Score,,18165,,1
Fri Nov 29 2013,8:00p,Golden State Warriors,112,Oklahoma City Thunder,113,Box Score,OT,18203,,1
Fri Nov 29 2013,8:00p,New Orleans Pelicans,121,Philadelphia 76ers,105,Box Score,,17807,,0
Fri Nov 29 2013,9:00p,New York Knicks,95,Denver Nuggets,97,Box Score,,19155,,1
Fri Nov 29 2013,9:00p,Phoenix Suns,112,Utah Jazz,101,Box Score,,18435,,0
Fri Nov 29 2013,10:00p,Los Angeles Clippers,104,Sacramento Kings,98,Box Score,OT,17317,,0
Sat Nov 30 2013,7:00p,Atlanta Hawks,101,Washington Wizards,108,Box Score,,14280,,1
Sat Nov 30 2013,7:30p,Chicago Bulls,93,Cleveland Cavaliers,97,Box Score,,17296,,1
Sat Nov 30 2013,8:00p,Brooklyn Nets,97,Memphis Grizzlies,88,Box Score,,17012,,0
Sat Nov 30 2013,8:30p,Minnesota Timberwolves,112,Dallas Mavericks,106,Box Score,,20173,,0
Sat Nov 30 2013,8:30p,Houston Rockets,112,San Antonio Spurs,106,Box Score,,18581,,0
Sat Nov 30 2013,9:00p,Boston Celtics,85,Milwaukee Bucks,92,Box Score,,15471,,1
Sat Nov 30 2013,9:00p,Utah Jazz,112,Phoenix Suns,104,Box Score,,12957,,0
Sun Dec 1 2013,1:00p,Denver Nuggets,112,Toronto Raptors,98,Box Score,,16290,,0
Sun Dec 1 2013,3:30p,Philadelphia 76ers,100,Detroit Pistons,115,Box Score,,14107,,1
Sun Dec 1 2013,3:30p,Indiana Pacers,105,Los Angeles Clippers,100,Box Score,,19060,,0
Sun Dec 1 2013,6:00p,Charlotte Bobcats,98,Miami Heat,99,Box Score,,19617,,1
Sun Dec 1 2013,6:00p,Golden State Warriors,115,Sacramento Kings,113,Box Score,,15588,,0
Sun Dec 1 2013,7:00p,Minnesota Timberwolves,103,Oklahoma City Thunder,113,Box Score,,18203,,1
Sun Dec 1 2013,7:30p,New Orleans Pelicans,103,New York Knicks,99,Box Score,,19812,,0
Sun Dec 1 2013,9:30p,Portland Trail Blazers,114,Los Angeles Lakers,108,Box Score,,18997,,0
Mon Dec 2 2013,7:00p,Orlando Magic,80,Washington Wizards,98,Box Score,,12809,,1
Mon Dec 2 2013,8:00p,New Orleans Pelicans,131,Chicago Bulls,128,Box Score,3OT,21615,,0
Mon Dec 2 2013,8:30p,Atlanta Hawks,100,San Antonio Spurs,102,Box Score,,17318,,1
Mon Dec 2 2013,9:00p,Houston Rockets,103,Utah Jazz,109,Box Score,,15801,,1
Mon Dec 2 2013,10:00p,Indiana Pacers,102,Portland Trail Blazers,106,Box Score,,19023,,1
Tue Dec 3 2013,7:00p,Orlando Magic,125,Philadelphia 76ers,126,Box Score,2OT,10061,,1
Tue Dec 3 2013,7:30p,Milwaukee Bucks,100,Boston Celtics,108,Box Score,,16649,,1
Tue Dec 3 2013,7:30p,Denver Nuggets,111,Brooklyn Nets,87,Box Score,,17732,,0
Tue Dec 3 2013,7:30p,Detroit Pistons,107,Miami Heat,97,Box Score,,19741,,0
Tue Dec 3 2013,8:00p,Phoenix Suns,91,Memphis Grizzlies,110,Box Score,,15069,,1
Tue Dec 3 2013,8:30p,Charlotte Bobcats,82,Dallas Mavericks,89,Box Score,,19612,,1
Tue Dec 3 2013,10:00p,Oklahoma City Thunder,97,Sacramento Kings,95,Box Score,,15089,,0
Tue Dec 3 2013,10:30p,Toronto Raptors,103,Golden State Warriors,112,Box Score,,19596,,1
